Inventory_ID,Date,Business_Type,Food_Category,Purchase_Quantity,Units_Sold,Remaining_Stock,Shelf_Life_Days,Storage_Temperature,Daily_Demand,Promotion,Weather,Waste_Quantity,Waste_Reason,Donation_Made,Waste_Level
INV000222,2025-01-11,Cafeteria,Prepared Food,55,41,14,1.0,27.6,41.0,No,Rainy,7,Storage Issue,Yes,High
INV000223,2025-01-11,Cafeteria,Meat,52,52,0,2.0,1.7,71.0,No,Sunny,0,No Waste,No,Low
INV000224,2025-01-11,Restaurant,Fruits,67,54,13,2.0,3.3,54.0,No,,3,Expired,No,Medium
INV000225,2025-01-11,Supermarket,Fruits,160,160,0,7.0,5.3,179.0,No,Sunny,0,No Waste,No,Low
INV000226,2025-01-11,Cloud Kitchen,Fruits,161,133,28,5.0,4.4,133.0,Yes,Hot,5,Expired,,Medium
INV000227,2025-01-11,Cloud Kitchen,Vegetables,123,61,62,8.0,9.7,61.0,No,Rainy,22,Overproduction,Yes,High
INV000228,2025-01-11,Cafeteria,Bakery,63,53,10,4.0,15.4,53.0,No,Hot,2,Low Demand,No,Medium
INV000229,2025-01-11,Cloud Kitchen,Fruits,124,109,15,6.0,5.5,109.0,No,Cloudy,3,Expired,No,Medium
INV000230,2025-01-11,Restaurant,Fruits,69,63,6,4.0,6.7,63.0,No,Rainy,1,Expired,No,Low
INV000231,2025-01-11,Cafeteria,Bakery,70,52,18,3.0,24.2,52.0,No,Cloudy,5,Low Demand,Yes,Medium
INV000232,2025-01-11,Supermarket,Bakery,161,91,70,4.0,14.8,91.0,No,Rainy,19,Overproduction,Yes,High
INV000233,2025-01-11,Cloud Kitchen,Dairy,163,84,79,4.0,2.8,84.0,No,Cloudy,24,Overproduction,Yes,High
INV000234,2025-01-11,Cloud Kitchen,Fruits,105,87,18,2.0,6.3,87.0,No,Cloudy,4,Expired,No,Medium
INV000235,2025-01-11,Cafeteria,Vegetables,55,45,10,5.0,5.8,45.0,No,Rainy,2,Low Demand,No,Medium
INV000236,2025-01-11,Supermarket,Meat,968,110,858,5.0,2.8,110.0,Yes,Rainy,347,Overproduction,Yes,High
INV000237,2025-01-11,Supermarket,Vegetables,168,162,6,8.0,1.4,162.0,No,Sunny,1,Low Demand,No,Low
INV000238,2025-01-12,Cloud Kitchen,Vegetables,121,93,28,6.0,4.9,93.0,Yes,Rainy,4,Low Demand,No,Medium
INV000239,2025-01-12,Cafeteria,Bakery,56,53,3,3.0,26.9,53.0,No,Cloudy,1,Low Demand,No,Low
INV000240,2025-01-12,Cafeteria,Meat,84,79,5,8.0,1.7,79.0,Yes,Sunny,0,No Waste,No,Low
INV000241,2025-01-12,Cloud Kitchen,Vegetables,123,95,28,8.0,7.5,95.0,No,Cloudy,5,Overproduction,No,Medium
INV000242,2025-01-12,Cloud Kitchen,Vegetables,111,84,27,8.0,7.5,84.0,No,Rainy,4,Low Demand,No,Medium
INV000243,2025-01-12,Restaurant,Fruits,123,66,57,3.0,9.9,66.0,No,Cloudy,17,Overproduction,Yes,High
INV000244,2025-01-12,Restaurant,Fruits,94,89,5,8.0,9.0,89.0,No,Sunny,1,Low Demand,No,Low
INV000245,2025-01-12,Restaurant,Bakery,103,72,31,3.0,20.6,72.0,No,Cloudy,6,Overproduction,Yes,Medium
INV000246,2025-01-12,Restaurant,Dairy,80,76,4,14.0,3.6,76.0,No,Hot,0,No Waste,No,Low
INV000247,2025-01-12,Restaurant,Meat,81,70,11,4.0,2.6,70.0,No,Sunny,2,Low Demand,No,Medium
INV000248,2025-01-12,Restaurant,Bakery,73,61,12,4.0,22.2,61.0,No,Rainy,1,Expired,No,Low
INV000249,2025-01-12,Restaurant,Vegetables,96,96,0,4.0,7.6,107.0,No,Sunny,0,No Waste,,Low
INV000250,2025-01-12,Restaurant,Fruits,86,43,43,1.0,1.6,43.0,No,Rainy,15,Overproduction,Yes,High
INV000251,2025-01-12,Restaurant,Meat,83,83,0,3.0,3.0,108.0,No,Sunny,0,No Waste,No,Low
INV000252,2025-01-12,Cafeteria,Vegetables,57,46,11,5.0,,46.0,No,Cloudy,1,Low Demand,No,Low
INV000253,2025-01-12,Cloud Kitchen,Vegetables,119,93,26,8.0,10.6,93.0,No,Cloudy,7,Storage Issue,No,Medium
INV000254,2025-01-12,Cafeteria,Fruits,75,46,29,5.0,9.8,46.0,No,Cloudy,7,Low Demand,Yes,High
INV000255,2025-01-12,Supermarket,Bakery,213,150,63,2.0,19.8,150.0,No,Sunny,18,Expired,No,Medium
INV000256,2025-01-12,Cloud Kitchen,Vegetables,110,110,0,5.0,-1.9,152.0,Yes,Hot,0,No Waste,No,Low
INV000257,2025-01-12,Cafeteria,Meat,55,55,0,6.0,5.2,72.0,No,Hot,0,No Waste,No,Low
INV000258,2025-01-12,Cloud Kitchen,Fruits,149,91,58,6.0,8.2,91.0,No,Hot,12,Overproduction,Yes,Low
INV000259,2025-01-12,Restaurant,Dairy,114,56,58,4.0,3.5,,No,Sunny,19,Overproduction,Yes,High
INV000260,2025-01-12,Cafeteria,Vegetables,61,38,23,8.0,8.9,38.0,No,Rainy,6,Overproduction,No,High
INV000261,2025-01-12,Restaurant,Prepared Food,77,77,0,1.0,18.3,82.0,No,Sunny,0,No Waste,No,Low
INV000262,2025-01-12,Restaurant,Fruits,98,73,25,1.0,5.5,73.0,No,Sunny,10,Expired,No,High
INV000263,2025-01-12,Supermarket,Fruits,180,146,34,7.0,4.5,146.0,No,Hot,2,Low Demand,No,Low
INV000264,2025-01-12,Supermarket,Fruits,202,152,50,8.0,6.1,152.0,No,Hot,7,Overproduction,Yes,Medium
INV000265,2025-01-12,Restaurant,Bakery,103,85,18,2.0,21.9,85.0,Yes,Rainy,4,Expired,No,Medium
INV000266,2025-01-12,Restaurant,Prepared Food,105,60,45,2.0,19.1,60.0,No,Cloudy,18,Overproduction,Yes,High
INV000267,2025-01-12,Supermarket,Bakery,158,123,35,4.0,19.9,123.0,No,Cloudy,8,Expired,No,High
INV000268,2025-01-13,Restaurant,Bakery,88,75,13,2.0,24.9,75.0,No,Sunny,3,Expired,No,Medium
INV000269,2025-01-13,Cafeteria,Bakery,60,36,24,5.0,23.5,36.0,No,Cloudy,7,Low Demand,No,High
INV000270,2025-01-13,Supermarket,Vegetables,156,137,19,5.0,7.5,137.0,No,Sunny,2,Low Demand,No,Low
INV000271,2025-01-13,Restaurant,Vegetables,108,108,0,5.0,1.5,120.0,Yes,Hot,0,No Waste,No,Low
INV000272,2025-01-13,Cafeteria,Prepared Food,70,53,17,1.0,16.5,53.0,No,Rainy,7,Expired,No,High
INV000273,2025-01-13,Cloud Kitchen,Prepared Food,95,95,0,2.0,19.1,125.0,No,Sunny,0,No Waste,No,Low
INV000274,2025-01-13,Supermarket,Vegetables,239,156,83,5.0,3.6,156.0,No,Sunny,18,Overproduction,Yes,Medium
INV000275,2025-01-13,Restaurant,Meat,98,70,28,4.0,-1.0,70.0,No,Cloudy,6,Low Demand,No,Medium
INV000276,2025-01-13,Supermarket,Meat,142,142,0,1.0,-1.2,142.0,No,Cloudy,0,No Waste,No,Low
INV000277,2025-01-13,Restaurant,Dairy,120,120,0,5.0,1.4,140.0,Yes,Sunny,0,No Waste,No,Low
INV000278,2025-01-13,Cafeteria,Dairy,66,66,0,10.0,5.8,84.0,No,Sunny,0,No Waste,No,Low
INV000279,2025-01-13,Restaurant,Bakery,96,80,16,3.0,28.2,80.0,No,Sunny,4,Storage Issue,No,Medium
INV000280,2025-01-13,Restaurant,Bakery,102,95,7,4.0,25.8,95.0,No,Hot,1,Storage Issue,No,Low
INV000281,2025-01-13,Cloud Kitchen,Dairy,169,125,44,3.0,1.7,125.0,No,,10,Overproduction,Yes,Medium
INV000282,2025-01-13,Cafeteria,Meat,54,49,5,2.0,2.8,49.0,Yes,Rainy,1,Low Demand,No,Low
INV000283,2025-01-13,Restaurant,Bakery,78,78,0,3.0,17.1,89.0,Yes,Sunny,0,No Waste,No,Low
INV000284,2025-01-13,Supermarket,Dairy,181,179,2,14.0,3.9,179.0,No,Sunny,0,No Waste,No,Low
INV000285,2025-01-13,Cafeteria,Prepared Food,74,74,0,2.0,15.4,108.0,Yes,Hot,0,No Waste,No,Low
INV000286,2025-01-13,Restaurant,Meat,81,72,9,1.0,1.6,72.0,No,Rainy,3,Expired,No,Medium
INV000287,2025-01-13,Restaurant,Meat,60,58,2,4.0,-1.5,58.0,No,Rainy,0,No Waste,No,Low
INV000288,2025-01-13,Restaurant,Prepared Food,88,88,0,3.0,22.3,88.0,Yes,Rainy,0,No Waste,No,Medium
INV000289,2025-01-13,Supermarket,Prepared Food,150,93,57,1.0,15.1,93.0,No,Rainy,24,Expired,No,High
INV000290,2025-01-13,Restaurant,Prepared Food,111,111,0,3.0,22.3,113.0,Yes,Sunny,0,No Waste,No,Low
INV000291,2025-01-13,Cloud Kitchen,Bakery,108,94,14,4.0,25.9,94.0,No,Sunny,3,Storage Issue,No,Medium
INV000292,2025-01-13,Cloud Kitchen,Prepared Food,141,141,0,1.0,17.2,155.0,Yes,Cloudy,0,No Waste,No,Low
INV000293,2025-01-13,Cafeteria,Dairy,69,69,0,8.0,2.5,76.0,No,Sunny,0,No Waste,No,Low
INV000294,2025-01-13,Supermarket,Fruits,112,112,0,5.0,6.7,170.0,No,Hot,0,No Waste,No,Low
INV000295,2025-01-13,Cloud Kitchen,Prepared Food,105,105,0,1.0,27.3,181.0,Yes,Hot,0,No Waste,No,Low
INV000296,2025-01-13,Supermarket,Bakery,255,236,19,4.0,22.0,236.0,Yes,Hot,3,Expired,No,Low
INV000297,2025-01-13,Supermarket,Fruits,151,151,0,1.0,15.1,,No,Sunny,0,No Waste,No,Low
INV000298,2025-01-14,Restaurant,Fruits,96,89,7,7.0,6.0,89.0,No,Hot,1,Low Demand,No,Low
INV000299,2025-01-14,Supermarket,Bakery,159,136,23,2.0,16.5,136.0,No,Hot,4,Expired,No,Medium
INV000300,2025-01-14,Cafeteria,Bakery,74,74,0,1.0,20.5,76.0,Yes,Sunny,0,No Waste,No,Low
INV000301,2025-01-14,Supermarket,Dairy,224,189,35,2.0,4.1,189.0,Yes,Cloudy,6,Expired,No,Medium
INV000302,2025-01-14,Restaurant,Dairy,101,76,25,5.0,7.7,76.0,No,Sunny,6,Storage Issue,No,Medium
INV000303,2025-01-14,Supermarket,Vegetables,146,138,8,1.0,5.8,138.0,No,Cloudy,2,Expired,No,Low
INV000304,2025-01-14,Restaurant,Prepared Food,71,50,21,2.0,17.8,50.0,No,Rainy,6,Low Demand,No,Medium
INV000305,2025-01-14,Restaurant,Fruits,117,70,47,8.0,9.6,70.0,No,Rainy,9,Overproduction,No,Medium
INV000306,2025-01-14,Cloud Kitchen,Vegetables,156,87,69,6.0,0.7,87.0,No,Sunny,14,Overproduction,Yes,Medium
INV000307,2025-01-14,Supermarket,Prepared Food,207,148,59,3.0,21.8,148.0,No,Cloudy,15,Expired,No,Medium
INV000308,2025-01-14,Restaurant,Bakery,104,94,10,4.0,20.2,94.0,No,Sunny,2,Low Demand,No,Low
INV000309,2025-01-14,Supermarket,Dairy,234,219,15,4.0,3.7,219.0,Yes,Sunny,2,Expired,No,Low
INV000310,2025-01-14,Supermarket,Fruits,118,95,23,4.0,7.3,95.0,No,Rainy,2,Low Demand,No,Low
INV000311,2025-01-14,Cafeteria,Bakery,62,62,0,1.0,18.4,90.0,Yes,Hot,0,No Waste,No,Low
INV000312,2025-01-14,Restaurant,Bakery,102,69,33,6.0,20.1,69.0,No,Sunny,7,Overproduction,No,Medium
INV000313,2025-01-14,Cloud Kitchen,Vegetables,121,121,0,5.0,11.8,138.0,Yes,Cloudy,0,No Waste,No,Low
INV000314,2025-01-14,Supermarket,Dairy,168,97,71,1.0,7.2,97.0,No,Cloudy,34,Expired,No,High
INV000315,2025-01-14,Supermarket,Meat,218,142,76,5.0,3.5,142.0,No,Sunny,19,Overproduction,Yes,Medium
INV000316,2025-01-14,Supermarket,Dairy,163,109,54,6.0,4.6,109.0,No,Rainy,10,Overproduction,No,Medium
INV000317,2025-01-15,Supermarket,Meat,124,124,0,6.0,-1.0,126.0,No,Rainy,0,No Waste,No,Low
INV000318,2025-01-15,Cloud Kitchen,Vegetables,119,64,55,8.0,11.5,64.0,No,Rainy,14,Overproduction,Yes,High
INV000319,2025-01-15,Supermarket,Bakery,177,149,28,4.0,21.6,149.0,No,Sunny,6,Expired,No,Medium
INV000320,2025-01-15,Cafeteria,Dairy,58,58,0,9.0,3.1,78.0,No,Sunny,0,No Waste,No,Low
INV000321,2025-01-15,Supermarket,Prepared Food,135,109,26,2.0,18.7,109.0,No,Rainy,6,Expired,No,Medium
INV000322,2025-01-15,Cafeteria,Fruits,81,81,0,5.0,7.8,87.0,Yes,Sunny,0,No Waste,No,Low
INV000323,2025-01-15,Cafeteria,Prepared Food,57,57,0,2.0,21.5,69.0,No,Cloudy,0,No Waste,No,Low
INV000324,2025-01-15,Cafeteria,Vegetables,59,59,0,5.0,12.1,64.0,No,,0,No Waste,No,Low
INV000325,2025-01-15,Restaurant,Dairy,91,80,11,2.0,5.2,80.0,No,Cloudy,3,Low Demand,No,Medium
INV000326,2025-01-15,Cloud Kitchen,Prepared Food,106,94,12,1.0,17.8,94.0,No,Sunny,4,Expired,No,Medium
INV000327,2025-01-15,Restaurant,Prepared Food,86,76,10,2.0,23.9,76.0,No,Rainy,3,Low Demand,No,Medium
INV000328,2025-01-15,Cafeteria,Bakery,62,38,24,4.0,18.5,38.0,No,Rainy,4,Low Demand,No,Medium
INV000329,2025-01-15,Cloud Kitchen,Bakery,102,94,8,4.0,26.4,94.0,No,Cloudy,1,Storage Issue,Yes,Low
INV000330,2025-01-15,Cafeteria,Prepared Food,65,59,6,3.0,24.7,59.0,No,Sunny,2,Low Demand,No,Medium
INV000331,2025-01-15,Supermarket,Bakery,175,175,0,5.0,23.2,229.0,No,Sunny,0,No Waste,No,Low
INV000332,2025-01-15,Restaurant,Vegetables,96,96,0,7.0,5.6,96.0,No,Hot,0,No Waste,No,Low
INV000333,2025-01-15,Restaurant,Meat,75,59,16,4.0,3.7,59.0,No,Rainy,4,Low Demand,No,Medium
INV000334,2025-01-15,Supermarket,Meat,186,131,55,1.0,1.8,131.0,No,Cloudy,19,Expired,No,High
INV000335,2025-01-15,Supermarket,Prepared Food,127,127,0,1.0,23.4,179.0,No,Hot,0,No Waste,No,Low
INV000336,2025-01-15,Cloud Kitchen,Dairy,116,116,0,8.0,5.9,133.0,Yes,Hot,0,No Waste,No,Low
INV000337,2025-01-15,Supermarket,Dairy,162,162,0,3.0,,165.0,No,Sunny,0,No Waste,,Low
INV000338,2025-01-15,Restaurant,Fruits,98,80,18,3.0,,80.0,No,Sunny,5,Expired,No,Medium
INV000339,2025-01-15,Supermarket,Bakery,200,142,58,2.0,22.8,142.0,Yes,Rainy,18,Expired,No,High
INV000340,2025-01-15,Cloud Kitchen,Meat,107,100,7,3.0,2.0,100.0,Yes,Rainy,1,Expired,No,Low
INV000341,2025-01-15,Supermarket,Meat,154,154,0,4.0,2.7,158.0,No,Cloudy,0,No Waste,No,Low
INV000342,2025-01-15,Cafeteria,Prepared Food,68,46,22,1.0,26.7,46.0,No,Rainy,9,Storage Issue,,High
INV000343,2025-01-16,Restaurant,Vegetables,83,83,0,5.0,6.8,106.0,Yes,Sunny,0,No Waste,No,Low
INV000344,2025-01-16,Supermarket,Meat,130,130,0,2.0,-0.8,199.0,No,Sunny,0,No Waste,No,Low
INV000345,2025-01-16,Supermarket,Bakery,178,134,44,3.0,17.8,134.0,No,Sunny,9,Expired,No,Medium
INV000346,2025-01-16,Cloud Kitchen,Meat,104,104,0,2.0,3.5,115.0,No,Sunny,0,No Waste,No,Low
INV000347,2025-01-16,Supermarket,Vegetables,208,111,97,9.0,5.2,111.0,No,Rainy,17,Overproduction,Yes,Medium
INV000348,2025-01-16,Restaurant,Dairy,88,88,0,2.0,0.1,93.0,No,Sunny,0,No Waste,No,Low
INV000349,2025-01-16,Restaurant,Meat,94,48,46,5.0,1.1,48.0,Yes,Rainy,11,Overproduction,Yes,High
INV000350,2025-01-16,Restaurant,Fruits,107,65,42,2.0,11.7,65.0,No,Cloudy,15,Overproduction,Yes,High
INV000351,2025-01-16,Supermarket,Dairy,185,185,0,1.0,4.2,187.0,Yes,Hot,0,No Waste,,Low
INV000352,2025-01-16,Cafeteria,Bakery,72,53,19,4.0,16.8,53.0,No,Sunny,4,Low Demand,No,Medium
INV000353,2025-01-16,Restaurant,Meat,88,88,0,6.0,4.6,121.0,No,Sunny,0,No Waste,No,Low
INV000354,2025-01-16,Cafeteria,Fruits,84,70,14,5.0,,70.0,Yes,Cloudy,2,Low Demand,No,Medium
INV000355,2025-01-16,Cafeteria,Fruits,62,62,0,7.0,8.9,77.0,No,Cloudy,0,No Waste,No,Low
INV000356,2025-01-16,Cloud Kitchen,Fruits,133,133,0,4.0,11.1,135.0,No,Sunny,0,No Waste,No,Low
INV000357,2025-01-16,Cafeteria,Dairy,80,80,0,8.0,3.6,90.0,Yes,Sunny,0,No Waste,No,Low
INV000358,2025-01-16,Cloud Kitchen,Fruits,134,134,0,6.0,13.4,167.0,Yes,Cloudy,0,No Waste,No,Low
INV000359,2025-01-16,Supermarket,Meat,128,128,0,6.0,-0.1,149.0,No,Cloudy,0,No Waste,No,Low
INV000360,2025-01-16,Restaurant,Bakery,74,74,0,5.0,26.6,104.0,No,Cloudy,0,No Waste,No,Low
INV000361,2025-01-16,Cloud Kitchen,Vegetables,92,92,0,7.0,1.9,110.0,No,Sunny,0,No Waste,No,Low
INV000362,2025-01-16,Cafeteria,Vegetables,54,54,0,4.0,6.7,70.0,No,Hot,0,No Waste,No,Low
INV000363,2025-01-16,Cloud Kitchen,Prepared Food,153,107,46,1.0,17.5,107.0,No,Sunny,19,Expired,No,High
INV000364,2025-01-16,Cafeteria,Fruits,89,54,35,5.0,,54.0,Yes,Rainy,7,Low Demand,No,Medium
INV000365,2025-01-16,Cafeteria,Bakery,51,51,0,4.0,18.2,68.0,No,,0,No Waste,No,Low
INV000366,2025-01-16,Cloud Kitchen,Meat,130,104,26,1.0,0.4,104.0,No,Sunny,8,Expired,No,Medium
INV000367,2025-01-17,Cafeteria,Fruits,68,68,0,5.0,2.0,89.0,No,Sunny,0,No Waste,No,Low
INV000368,2025-01-17,Cloud Kitchen,Meat,101,101,0,4.0,3.4,106.0,No,Sunny,0,No Waste,No,Low
INV000369,2025-01-17,Cloud Kitchen,Dairy,117,104,13,5.0,2.9,104.0,No,Cloudy,2,Low Demand,No,Low
INV000370,2025-01-17,Cloud Kitchen,Dairy,100,100,0,9.0,5.7,115.0,No,Sunny,0,No Waste,No,Low
INV000371,2025-01-17,Cafeteria,Prepared Food,71,46,25,1.0,28.0,46.0,No,Rainy,12,Expired,No,High
INV000372,2025-01-17,Restaurant,Meat,135,84,51,1.0,0.1,84.0,No,Sunny,22,Expired,No,High
INV000373,2025-01-17,Cafeteria,Meat,70,45,25,3.0,5.5,45.0,No,Cloudy,6,Low Demand,No,Medium
INV000374,2025-01-17,Supermarket,Bakery,168,120,48,2.0,21.5,120.0,No,Cloudy,11,Expired,No,Medium
INV000375,2025-01-17,Restaurant,Prepared Food,102,88,14,1.0,17.5,88.0,No,Cloudy,5,Expired,No,Medium
INV000376,2025-01-17,Cloud Kitchen,Meat,122,122,0,4.0,3.9,153.0,Yes,Sunny,0,No Waste,No,Low
INV000377,2025-01-17,Restaurant,Vegetables,95,79,16,3.0,3.4,79.0,No,Cloudy,3,Low Demand,No,Medium
INV000378,2025-01-17,Restaurant,Prepared Food,97,94,3,2.0,18.4,94.0,No,Sunny,1,Expired,No,Low
INV000379,2025-01-17,Restaurant,Prepared Food,97,91,6,3.0,22.2,91.0,No,Hot,1,Low Demand,No,Low
INV000380,2025-01-17,Supermarket,Meat,207,134,73,5.0,-1.4,134.0,No,Sunny,16,Overproduction,Yes,Medium
INV000381,2025-01-17,Cafeteria,Meat,76,54,22,3.0,1.3,54.0,No,Cloudy,6,Low Demand,No,Medium
INV000382,2025-01-17,Supermarket,Dairy,114,114,0,7.0,0.7,136.0,No,Cloudy,0,No Waste,No,Low
INV000383,2025-01-17,Supermarket,Bakery,178,98,80,1.0,25.9,98.0,No,Rainy,38,Overproduction,Yes,High
INV000384,2025-01-17,Supermarket,Fruits,159,159,0,7.0,3.7,232.0,Yes,Hot,0,No Waste,No,Low
INV000385,2025-01-17,Supermarket,Dairy,163,134,29,6.0,2.5,134.0,No,Hot,3,Overproduction,Yes,Low
INV000386,2025-01-17,Cloud Kitchen,Prepared Food,99,99,0,1.0,23.7,109.0,No,Sunny,0,No Waste,No,Low
INV000387,2025-01-17,Supermarket,Prepared Food,143,143,0,3.0,9.6,161.0,No,Hot,0,No Waste,No,Low
INV000388,2025-01-17,Cafeteria,Prepared Food,66,66,0,2.0,27.0,78.0,No,Hot,0,No Waste,No,Medium
INV000389,2025-01-18,Supermarket,Bakery,127,127,0,2.0,17.2,164.0,No,Sunny,0,No Waste,No,Low
INV000390,2025-01-18,Cloud Kitchen,Fruits,146,146,0,5.0,6.9,168.0,Yes,Hot,0,No Waste,No,Low
INV000391,2025-01-18,Cafeteria,Dairy,66,51,15,5.0,2.1,51.0,No,Cloudy,3,Low Demand,No,Medium
INV000392,2025-01-18,Supermarket,Fruits,115,115,0,6.0,7.4,160.0,No,Hot,0,No Waste,No,Low
INV000393,2025-01-18,Cafeteria,Fruits,54,54,0,5.0,2.2,78.0,No,Cloudy,0,No Waste,No,Low
INV000394,2025-01-18,Cafeteria,Prepared Food,67,56,11,2.0,19.5,56.0,No,Rainy,2,Low Demand,No,Medium
INV000395,2025-01-18,Supermarket,Meat,218,218,0,7.0,0.6,219.0,Yes,Sunny,0,No Waste,No,Low
INV000396,2025-01-18,Supermarket,Fruits,210,185,25,9.0,5.4,185.0,Yes,Hot,2,Low Demand,No,Low
INV000397,2025-01-18,Supermarket,Fruits,189,173,16,4.0,5.3,173.0,No,Hot,4,Expired,No,Medium
INV000398,2025-01-18,Supermarket,Fruits,221,136,85,8.0,9.5,136.0,No,Cloudy,18,Overproduction,No,Medium
INV000399,2025-01-18,Supermarket,Bakery,167,167,0,2.0,25.6,184.0,Yes,Sunny,0,No Waste,No,Low
INV000400,2025-01-18,Restaurant,Dairy,101,87,14,14.0,3.2,87.0,No,,0,No Waste,No,Low
INV000401,2025-01-18,Cloud Kitchen,Vegetables,120,78,42,7.0,2.6,78.0,No,Hot,7,Overproduction,No,Low
INV000402,2025-01-18,Supermarket,Bakery,664,117,547,3.0,28.6,117.0,No,Cloudy,290,Overproduction,Yes,High
INV000403,2025-01-18,Restaurant,Meat,77,70,7,3.0,2.9,70.0,No,Sunny,1,Low Demand,No,Low
INV000404,2025-01-18,Cloud Kitchen,Fruits,126,103,23,3.0,12.5,103.0,Yes,Hot,8,Storage Issue,No,Medium
INV000405,2025-01-18,Cafeteria,Dairy,56,56,0,5.0,3.2,59.0,No,Cloudy,0,No Waste,No,Low
INV000406,2025-01-18,Supermarket,Dairy,134,134,0,8.0,3.6,135.0,No,Hot,0,No Waste,No,Low
INV000407,2025-01-18,Supermarket,Vegetables,163,151,12,,4.1,151.0,No,,1,Expired,No,Low
INV000408,2025-01-18,Supermarket,Bakery,167,167,0,5.0,22.5,173.0,No,Sunny,0,No Waste,No,Low
INV000409,2025-01-18,Supermarket,Meat,141,141,0,1.0,0.5,144.0,No,Sunny,0,No Waste,No,Low
INV000410,2025-01-18,Restaurant,Vegetables,85,73,12,6.0,3.3,73.0,Yes,Rainy,2,Low Demand,No,Medium
INV000411,2025-01-18,Cloud Kitchen,Prepared Food,103,91,12,3.0,25.0,91.0,No,Hot,3,Storage Issue,Yes,Medium
INV000412,2025-01-18,Cafeteria,Dairy,51,51,0,9.0,2.2,59.0,No,Sunny,0,No Waste,No,Low
INV000413,2025-01-18,Supermarket,Vegetables,180,177,3,8.0,7.7,177.0,No,,0,No Waste,No,Low
INV000414,2025-01-18,Supermarket,Meat,191,112,79,1.0,2.3,112.0,No,Rainy,31,Expired,No,High
INV000415,2025-01-18,Restaurant,Dairy,73,73,0,8.0,1.9,78.0,No,Hot,0,No Waste,No,Low
INV000416,2025-01-18,Cloud Kitchen,Dairy,80,62,18,7.0,0.6,62.0,No,Rainy,3,Low Demand,No,Medium
INV000417,2025-01-18,Supermarket,Dairy,169,169,0,9.0,5.5,208.0,Yes,,0,No Waste,No,Low
INV000418,2025-01-19,Cloud Kitchen,Vegetables,151,105,46,7.0,8.3,105.0,No,Sunny,11,Overproduction,No,Medium
INV000419,2025-01-19,Restaurant,Fruits,116,61,55,5.0,10.1,61.0,No,Rainy,17,Overproduction,Yes,High
INV000420,2025-01-19,Cafeteria,Fruits,75,57,18,5.0,8.3,57.0,No,Sunny,3,Low Demand,No,Medium
INV000421,2025-01-19,Cloud Kitchen,Meat,89,63,26,5.0,4.2,63.0,No,Rainy,6,Overproduction,No,Medium
INV000422,2025-01-19,Cloud Kitchen,Bakery,82,82,0,4.0,21.2,92.0,No,Sunny,0,No Waste,No,Low
INV000423,2025-01-19,Supermarket,Vegetables,155,155,0,5.0,6.6,161.0,No,Cloudy,0,No Waste,No,Low
INV000424,2025-01-19,Cafeteria,Fruits,100,58,42,6.0,9.4,58.0,No,Cloudy,8,Overproduction,No,Medium
INV000425,2025-01-19,Restaurant,Fruits,71,71,0,10.0,9.8,84.0,No,Sunny,0,No Waste,No,Low
INV000426,2025-01-19,Restaurant,Vegetables,84,63,21,3.0,,63.0,No,Cloudy,6,Storage Issue,No,Medium
INV000427,2025-01-19,Cloud Kitchen,Bakery,131,108,23,2.0,22.5,108.0,No,Cloudy,6,Expired,No,Medium
INV000428,2025-01-19,Cafeteria,Fruits,76,76,0,6.0,7.4,91.0,Yes,Hot,0,No Waste,No,Low
INV000429,2025-01-19,Cloud Kitchen,Dairy,74,74,0,8.0,2.6,107.0,No,Hot,0,No Waste,No,Low
INV000430,2025-01-19,Restaurant,Bakery,98,81,17,2.0,23.4,81.0,No,Rainy,4,Expired,No,Medium
INV000431,2025-01-19,Supermarket,Bakery,123,123,0,1.0,21.1,141.0,No,Sunny,0,No Waste,No,Low
INV000432,2025-01-19,Supermarket,Fruits,144,144,0,8.0,9.7,170.0,No,Hot,0,No Waste,No,Low
INV000433,2025-01-19,Supermarket,Dairy,209,133,76,8.0,1.9,133.0,No,Rainy,14,Overproduction,No,Medium
INV000434,2025-01-19,Cloud Kitchen,Bakery,84,84,0,3.0,23.3,125.0,No,Sunny,0,No Waste,No,Low
INV000435,2025-01-19,Restaurant,Vegetables,68,68,0,6.0,2.9,96.0,No,Sunny,0,No Waste,No,Low
INV000436,2025-01-19,Restaurant,Vegetables,102,102,0,9.0,4.5,110.0,No,Hot,0,No Waste,No,Low
INV000437,2025-01-20,Supermarket,Bakery,108,108,0,2.0,23.2,209.0,No,Sunny,0,No Waste,No,Low
INV000438,2025-01-20,Restaurant,Fruits,111,111,0,6.0,16.6,132.0,Yes,Cloudy,0,No Waste,No,Low
INV000439,2025-01-20,Restaurant,Prepared Food,112,85,27,,16.0,85.0,Yes,Sunny,10,Expired,No,High
INV000440,2025-01-20,Cloud Kitchen,Dairy,103,103,0,8.0,4.0,149.0,No,Sunny,0,No Waste,No,Low
INV000441,2025-01-20,Cloud Kitchen,Prepared Food,123,123,0,1.0,15.4,149.0,Yes,Cloudy,0,No Waste,No,Low
INV000442,2025-01-20,Cloud Kitchen,Fruits,117,81,36,2.0,7.5,81.0,No,Cloudy,11,Overproduction,No,Low
INV000443,2025-01-20,Supermarket,Vegetables,177,134,43,4.0,9.9,134.0,No,Sunny,11,Storage Issue,Yes,Medium
